FAMÍLIA;SUB-FAMÍLIA;CODIGO SINAPI;DESCRIÇÃO;FABRICANTE DE REFERÊNCIA;UN.;PREÇO MÉDIO R$;DATA DE ATUALIZAÇÃO;FONTE DO PREÇO MÉDIO
CA BT;ELETRODUTO;2628;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 100 mm (4"")";-;un.;349,34;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2622;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 15 mm (1/2""), Espessura de 1,50 mm";-;un.;8,3;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2623;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 20 mm (3/4""), Espessura de 1,50 mm";-;un.;9,98;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2624;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 25 mm (1""), Espessura de 1,50 mm";-;un.;15,88;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2625;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 32 mm (1 1/4""), Espessura de 1,50 mm";-;un.;33,52;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2626;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 40 mm (1 1/2""), Espessura de 1,50 mm";-;un.;49,12;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2630;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 50 mm (2"")";-;un.;74,7;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2627;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 65 mm (2 1/2"")";-;un.;131,58;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2629;"Curva 135 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 80 mm (3"")";-;un.;177,97;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1880;"Curva 135 Graus, de PVC Rigido Roscavel, de 1"", Para Eletroduto";-;un.;3,63;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39274;"Curva 135 Graus, de PVC Rigido Roscavel, de 3/4"", Para Eletroduto";-;un.;2,81;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12033;"Curva 180 Graus, de PVC Rigido Roscavel, de 1 1/2"", Para Eletroduto";-;un.;11,58;dez/24;SINAPI 2024
CA BT;ELETRODUTO;40408;"Curva 180 Graus, de PVC Rigido Roscavel, de 1 1/4"", Para Eletroduto";-;un.;7,61;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39276;"Curva 180 Graus, de PVC Rigido Roscavel, de 1"", Para Eletroduto";-;un.;6,86;dez/24;SINAPI 2024
CA BT;ELETRODUTO;40409;"Curva 180 Graus, de PVC Rigido Roscavel, de 1/2"", Para Eletroduto";-;un.;2,69;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39277;"Curva 180 Graus, de PVC Rigido Roscavel, de 2"", Para Eletroduto";-;un.;18,52;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12034;"Curva 180 Graus, de PVC Rigido Roscavel, de 3/4"", Para Eletroduto";-;un.;5,25;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2609;"Curva 45 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 20 mm (3/4""), Espessura de 1,50 mm";-;un.;7,79;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2634;"Curva 45 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 25 mm (1""), Espessura de 1,50 mm";-;un.;10,24;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2611;"Curva 45 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 40 mm (1 1/2""), Espessura de 1,50 mm";-;un.;28,85;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2621;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 100 mm (4"")";-;un.;246,82;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2616;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 15 mm (1/2""), Espessura de 1,50 mm";-;un.;6,98;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2633;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 20 mm (3/4""), Espessura de 1,50 mm";-;un.;7,9;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2617;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 25 mm (1""), Espessura de 1,50 mm";-;un.;10,74;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2618;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 32 mm (1 1/4""), Espessura de 1,50 mm";-;un.;24,45;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2632;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 40 mm (1 1/2""), Espessura de 1,50 mm";-;un.;29,82;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2631;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 50 mm (2"")";-;un.;43,78;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2619;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 65 mm (2 1/2"")";-;un.;110,85;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2620;"Curva 90 Graus Para Eletroduto, em Aco Galvanizado Eletrolitico, Com Rosca, Diametro de 80 mm (3"")";-;un.;145,53;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39273;"Curva 90 Graus, Curta, de PVC Rigido Roscavel, de 1"", Para Eletroduto";-;un.;3,96;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39271;"Curva 90 Graus, Curta, de PVC Rigido Roscavel, de 1/2"", Para Eletroduto";-;un.;2,33;dez/24;SINAPI 2024
CA BT;ELETRODUTO;39272;"Curva 90 Graus, Curta, de PVC Rigido Roscavel, de 3/4"", Para Eletroduto";-;un.;2,87;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1875;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 1 1/2"", Para Eletroduto";-;un.;6,33;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1874;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 1 1/4"", Para Eletroduto";-;un.;5,23;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1884;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 1"", Para Eletroduto";-;un.;4,63;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1870;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 1/2"", Para Eletroduto";-;un.;3,02;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1887;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 2 1/2"", Para Eletroduto";-;un.;26,26;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1876;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 2"", Para Eletroduto";-;un.;10,29;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1877;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 3"", Para Eletroduto";-;un.;26,29;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1879;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 3/4"", Para Eletroduto";-;un.;3,06;dez/24;SINAPI 2024
CA BT;ELETRODUTO;1878;"Curva 90 Graus, Longa, de PVC Rigido Roscavel, de 4"", Para Eletroduto";-;un.;52,82;dez/24;SINAPI 2024
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Branco 1""";INFRA ELETROCALHAS;un.;4,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Branco 3/4""";INFRA ELETROCALHAS;un.;4,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Cinza 1""";INFRA ELETROCALHAS;un.;4,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Cinza 1/2""";INFRA ELETROCALHAS;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Cinza 3/4""";INFRA ELETROCALHAS;un.;4,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 1""";INFRA ELETROCALHAS;un.;3,3;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 1.1/2""";INFRA ELETROCALHAS;un.;9,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 1.1/4""";INFRA ELETROCALHAS;un.;7,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 1/2""";INFRA ELETROCALHAS;un.;2,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 2""";INFRA ELETROCALHAS;un.;12,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 2.1/2""";INFRA ELETROCALHAS;un.;29;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 3""";INFRA ELETROCALHAS;un.;44,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 3/4""";INFRA ELETROCALHAS;un.;2,4;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Preto 4""";INFRA ELETROCALHAS;un.;79,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Vermelho 1""";INFRA ELETROCALHAS;un.;4,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva 90º Eletroduto de PVC Vermelho 3/4""";INFRA ELETROCALHAS;un.;4,2;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 1"" X 90º";GFC Tubos;un.;5,05;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 1.1/2"" X 90º";GFC Tubos;un.;13,05;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 1.1/4"" X 90º";GFC Tubos;un.;10,2;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 1/2"" X 90º";GFC Tubos;un.;3,39;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 2"" X 90º";GFC Tubos;un.;19,95;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 2.1/2"" X 90º";GFC Tubos;un.;63,38;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 3"" X 90º";GFC Tubos;un.;76,99;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 3/4"" X 90º";GFC Tubos;un.;4,04;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva de Ferro Galvanizado | 4"" X 90º";GFC Tubos;un.;149,03;09/12/2025;https://www.eletrotrafo.com.br/curva-de-ferro-galvanizado-1--x-90-02160007/p?skuId=13847
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 1""";INFRA ELETROCALHAS;un.;5,4;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 1.1/2""";INFRA ELETROCALHAS;un.;17,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 1.1/4""";INFRA ELETROCALHAS;un.;13,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 1/2""";INFRA ELETROCALHAS;un.;3,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 2""";INFRA ELETROCALHAS;un.;25,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 2.1/2""";INFRA ELETROCALHAS;un.;79,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 3""";INFRA ELETROCALHAS;un.;99,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 3/4""";INFRA ELETROCALHAS;un.;4,75;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada 4""";INFRA ELETROCALHAS;un.;225;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada a Fogo 1""";INFRA ELETROCALHAS;un.;26,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada a Fogo 1.1/2""";INFRA ELETROCALHAS;un.;80,85;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada a Fogo 1.1/4""";INFRA ELETROCALHAS;un.;59,4;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada a Fogo 2""";INFRA ELETROCALHAS;un.;99;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada a Fogo 3""";INFRA ELETROCALHAS;un.;220,4;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada a Fogo 3/4""";INFRA ELETROCALHAS;un.;22,65;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos_galv.asp?produto=Eletrodutos-galvanizados
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Curva Galvanizada Eletrolítica 135° Eletrodutos Galvanizados de 3/4""";-;un.;7,03;09/12/2025;https://www.lojaeletrica.com.br/curva-galvanizada-eletrolitica-135-eletrodutos-galvanizados-de-3-4.html
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de Aço Galvanizado Pesado. Diâmetro Nominal: 1 1/2"" (Gf) Galvanização à Fogo Por Imersão a Quente, Barra de 3 Metros. Atende Aos Requisitos Das Normas: NBR - 5624.";-;un.;121,99;09/01/2026;https://www.anhangueraferramentas.com.br/produto/eletroduto-galvanizado-a-fogo-pesado-1-1-2-3m-elecon-106978
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de Ferro Galvanizado 3/4"" (Barra de 3M)";-;un.;16,28;09/01/2026;https://www.eletrofm.com.br/eletrodutos/eletroduto-ferro-galvanizado-3-4-leve-barra-3-metros/
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Branco 1"" - 3 Metros";INFRA ELETROCALHAS;un.;22,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Branco 3/4"" - 3 Metros";INFRA ELETROCALHAS;un.;18,25;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Cinza 1"" - 3 Metros";INFRA ELETROCALHAS;un.;19,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Cinza 1/2"" - 3 Metros";INFRA ELETROCALHAS;un.;13,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Cinza 3/4"" - 3 Metros";INFRA ELETROCALHAS;un.;16,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 1"" - 3 Metros";INFRA ELETROCALHAS;un.;16,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 1.1/2"" - 3 Metros";INFRA ELETROCALHAS;un.;39,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 1.1/4"" - 3 Metros";INFRA ELETROCALHAS;un.;29,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 1/2"" - 3 Metros";INFRA ELETROCALHAS;un.;10,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 2"" - 3 Metros";INFRA ELETROCALHAS;un.;49,9;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 2.1/2"" - 3 Metros";INFRA ELETROCALHAS;un.;99,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 3"" - 3 Metros";INFRA ELETROCALHAS;un.;104,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 3/4"" - 3 Metros";INFRA ELETROCALHAS;un.;11,95;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Preto 4"" - 3 Metros";INFRA ELETROCALHAS;un.;152,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;2685;"Eletroduto de PVC Rigido Roscavel de 1 "", Sem Luva";-;m;7,43;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2680;"Eletroduto de PVC Rigido Roscavel de 1 1/2 "", Sem Luva";-;m;10,88;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2684;"Eletroduto de PVC Rigido Roscavel de 1 1/4 "", Sem Luva";-;m;9,89;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2673;"Eletroduto de PVC Rigido Roscavel de 1/2 "", Sem Luva";-;m;3,82;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2681;"Eletroduto de PVC Rigido Roscavel de 2 "", Sem Luva";-;m;17,77;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2682;"Eletroduto de PVC Rigido Roscavel de 2 1/2 "", Sem Luva";-;m;25,93;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2686;"Eletroduto de PVC Rigido Roscavel de 3 "", Sem Luva";-;m;32,52;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2674;"Eletroduto de PVC Rigido Roscavel de 3/4 "", Sem Luva";-;m;4,75;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2683;"Eletroduto de PVC Rigido Roscavel de 4 "", Sem Luva";-;m;51,24;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2676;Eletroduto de PVC Rigido Soldavel, Classe B, de 20 mm;-;m;2,22;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2678;Eletroduto de PVC Rigido Soldavel, Classe B, de 25 mm;-;m;2,78;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2679;Eletroduto de PVC Rigido Soldavel, Classe B, de 32 mm;-;m;4,29;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12070;Eletroduto de PVC Rigido Soldavel, Classe B, de 40 mm;-;m;5,97;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2675;Eletroduto de PVC Rigido Soldavel, Classe B, de 50 mm;-;m;7,76;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12067;Eletroduto de PVC Rigido Soldavel, Classe B, de 60 mm;-;m;10,53;dez/24;SINAPI 2024
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Vermelho 1"" - 3 Metros";INFRA ELETROCALHAS;un.;29;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;NÃO ENCONTRADO;"Eletroduto de PVC Vermelho 3/4"" - 3 Metros";INFRA ELETROCALHAS;un.;22,5;09/01/2026;https://www.infraeletrocalhas.com.br/eletrodutos.asp?produto=Eletroduto-PVC
CA BT;ELETRODUTO;21128;"Eletroduto em Aco Galvanizado Eletrolitico, Leve, Diametro 3/4"", Parede de 0,90 mm";-;m;16,17;dez/24;SINAPI 2024
CA BT;ELETRODUTO;40400;Eletroduto Flexivel Plano em Pead, Cor Preta e Laranja, Diametro 25 mm;-;m;1,49;dez/24;SINAPI 2024
CA BT;ELETRODUTO;40401;Eletroduto Flexivel Plano em Pead, Cor Preta e Laranja, Diametro 32 mm;-;m;2,2;dez/24;SINAPI 2024
CA BT;ELETRODUTO;40402;Eletroduto Flexivel Plano em Pead, Cor Preta e Laranja, Diametro 40 mm;-;m;2,83;dez/24;SINAPI 2024
CA BT;ELETRODUTO;21137;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 15 mm, Dn = 3/8"", Tipo Sealtubo";-;m;16,55;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2504;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 25 mm, Dn = 3/4"", Tipo Sealtubo";-;m;17,94;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2501;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 32 mm, Dn = 1"", Tipo Sealtubo";-;m;23,53;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2502;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 40 mm, Dn = 1 1/4"", Tipo Sealtubo";-;m;35,5;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2503;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 50 mm, Dn = 1 1/2"", Tipo Sealtubo";-;m;45,69;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2500;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 60 mm, Dn = 2"", Tipo Sealtubo";-;m;60,86;dez/24;SINAPI 2024
CA BT;ELETRODUTO;2505;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Revestido Com PVC Preto, Diametro Externo de 75 mm, Dn = 2 1/2"", Tipo Sealtubo";-;m;94,85;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12056;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 1 1/2""";-;m;38,33;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12057;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 1 1/4""";-;m;32,55;dez/24;SINAPI 2024
CA BT;ELETRODUTO;12058;"Eletroduto Flexivel, em Fita de Aco Galvanizado, Sem Revestimento, Diametro Nominal 1""";-;m;20,29;dez/24;SINAPI 2024
