FAMÍLIA;SUB-FAMÍLIA;CODIGO SINAPI;DESCRIÇÃO;FABRICANTE DE REFERÊNCIA;UN.;PREÇO MÉDIO R$;DATA DE ATUALIZAÇÃO;FONTE DO PREÇO MÉDIO
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo em Liga de Cobre, Parafuso em Aço Zincado Eletrolítico - Haste 1/2"" - 5/8"", Condutor 10-70mm2 e 8-2/0 AWG/MCM";TH-12-58-R - Intelli;un.;28,16;16/01/2026;https://casadopararaios.com.br/products/grampo-aterramento-reforcado-cabo-haste-1-2-5-8-10-70mm-intelli-th-12-58-r-13-11-03-004?utm_source=organic&utm_campaign=&utm_medium=&utm_content=&utm_term=
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo em Liga de Cobre, Parafuso em Aço Zincado Eletrolítico - Haste 3/4"", Condutor 10-50mm2 e 8-1/0 AWG/MCM";TH-34-R - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo em Liga de Cobre, Parafuso em Aço Zincado Eletrolítico - Haste 5/8"", Condutor 10-50mm2 e 8-1/0 AWG/MCM";TH-58-R - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;415;"Grampo Metalico Tipo Olhal Para Haste de Aterramento de 1"", Condutor de *10* a 50 mm2";-;un.;26,94;dez/24;SINAPI 2024
ATERRAMENTO;GRAMPO METALICO;38055;"Grampo Metalico Tipo Olhal Para Haste de Aterramento de 1/2"", Condutor de *10* a 50 mm2";-;un.;5,96;dez/24;SINAPI 2024
ATERRAMENTO;GRAMPO METALICO;416;"Grampo Metalico Tipo Olhal Para Haste de Aterramento de 3/4"", Condutor de *10* a 50 mm2";-;un.;9,86;dez/24;SINAPI 2024
ATERRAMENTO;GRAMPO METALICO;425;"Grampo Metalico Tipo Olhal Para Haste de Aterramento de 5/8"", Condutor de *10* a 50 mm2";-;un.;6,11;dez/24;SINAPI 2024
ATERRAMENTO;GRAMPO METALICO;426;"Grampo Metalico Tipo U Para Haste de Aterramento de Ate 3/4"", Condutor de 10 a 25 mm2";-;un.;33,67;dez/24;SINAPI 2024
ATERRAMENTO;GRAMPO METALICO;38056;"Grampo Metalico Tipo U Para Haste de Aterramento de Ate 5/8"", Condutor de 10 a 25 mm2";-;un.;32,88;dez/24;SINAPI 2024
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo para Aterramento de Estai - M12 Cordoalha Ø12,7-23,1mm 1/2-15/16"" Contrapeso 5,18mm e 4 AWG/MCM";"GPAE-15/16""-4 (SOB CONSULTA) - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo para Aterramento de Estai - M12 Cordoalha Ø25-38mm 1-1.1/2"" Contrapeso 5,18mm e 4 AWG/MCM";"GPAE-1.1/2""-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-1""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1.1/2"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-1.1/2""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1.1/2"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-1.1/2""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1.1/4"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-1.1/4""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1/2""-3/4"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-1/2""-3/4""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1/2""-3/4"" - Condutor 150-240mm2 e 300-500 AWG/MCM";"GTDU-1/2""-3/4""-IPS-300-500 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1/4"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-1/4""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 1/4"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-1/4""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 2"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-2""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-2""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 2.1/2"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-2.1/2""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 2.1/2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-2.1/2""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 3"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-3""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 3"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-3""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 3"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-3""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 3.1/2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-3.1/2""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 3/8"" - Condutor 150-240mm2 e 300-500 AWG/MCM";"GTDU-3/8""-IPS-300-500 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 4"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-4""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M10 Tubo Ips 4"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-4""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M12 Tubo Ips 1"" - Condutor 150-240mm2 e 300-500 AWG/MCM";"GTDU-1""-IPS-300-500 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M12 Tubo Ips 2"" - Condutor 150-240mm2 e 300-500 AWG/MCM";"GTDU-2""-IPS-300-500 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M12 Tubo Ips 2.1/2"" - Condutor 150-240mm2 e 300-500 AWG/MCM";"GTDU-2.1/2""-IPS-300-500 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) - M12 Tubo Ips 4"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-4""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Aço Zincado - M10 Tubo Ips 3/8"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-3/8""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Aço Zincado - M10 Tubo Ips 3/8"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-3/8""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Aço Zincado - M10 Tubo Ips 3/8"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-3/8""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 1"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-1""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 1"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-1""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 1.1/2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-1.1/2""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 1.1/2"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-1.1/2""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 1/2""-3/4"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-1/2""-3/4""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 1/2""-3/4"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-1/2""-3/4""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-2""-IPS-4-2/0 - Intelli";un.;125,09;16/01/2026;https://www.dimensional.com.br/grampo-terra-duplo-cobre-1-cabo-16-70mm2-2-parafuso-m10-gtdu-ips-4-2-0awg-gtdu-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 2"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-2""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 2.1/2"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-2.1/2""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 3/8"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU-3/8""-IPS-8-4 - Intelli";un.;32,99;16/01/2026;https://www.dimensional.com.br/grampo-terra-duplo-cu-4-8awg-5-8-3-4-gtdu3-8ips84-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 3/8"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU-3/8""-IPS-4-2/0 - Intelli";un.;32,39;16/01/2026;https://www.dimensional.com.br/grampo-terra-duplo-cobre-25-a-70-mm2-acessorios-aco-zincado-gtdu38ips420-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (1 Condutor) de Liga de Cobre - M10 Tubo Ips 3/8"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU-3/8""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 1"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-1""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 1"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-1""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 1.1/2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-1.1/2""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 1/2""-3/4"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-1/2""-3/4""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 1/2""-3/4"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-1/2""-3/4""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 1/4"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-1/4""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 2"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-2""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 2"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-2""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 2.1/2"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-2.1/2""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 3"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU2C-3""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 3"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-3""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 3/8"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU2C-3/8""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 3/8"" - Condutor 150-240mm2 e 300-500 AWG/MCM";"GTDU2C-3/8""-IPS-300-500 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) - M10 Tubo Ips 4"" - Condutor 10-25mm2 e 8-4 AWG/MCM";"GTDU2C-4""-IPS-8-4 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) de Aço Zincado - M10 Tubo Ips 3/8"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-3/8""-IPS-4-2/0 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) de Aço Zincado - M10 Tubo Ips 3/8"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-3/8""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) de Liga de Cobre - M10 Tubo Ips 3/8"" - Condutor 16-70mm2 e 4-2/0 AWG/MCM";"GTDU2C-3/8""-IPS-4-2/0 - Intelli";un.;43,19;16/01/2026;https://www.dimensional.com.br/grampo-terra-duplo-haste-tubo-cabo-bronze-4-a-2-0-awg-5-8-3-4-gtdu2c38ips420-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;"Grampo Terra Duplo Com Parafuso em ""U"" (2 Condutores) de Liga de Cobre - M10 Tubo Ips 3/8"" - Condutor 70-120mm2 e 2/0-250 AWG/MCM";"GTDU2C-3/8""-IPS-2/0-250 - Intelli";un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (1 Condutor) - M10 Condutor 10-25mm2 e 8-4 AWG/MCM;GTDB-8-4 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (1 Condutor) - M10 Condutor 16-70mm2 e 4-2/0 AWG/MCM;GTDB-4-2/0 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (1 Condutor) - M12 Condutor 150-240mm2 e 300-500 AWG/MCM;GTDB-300-500 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (1 Condutor) - M12 Condutor 70-120mm2 e 2/0-250 AWG/MCM;GTDB-2/0-250 - Intelli;un.;69,29;16/01/2026;https://www.dimensional.com.br/grampo-terra-duplo-cu-70-120mm2-gtdb2-0250-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (2 Condutores) - M10 Condutor 10-25mm2 e 8-4 AWG/MCM;GTDB-2C-8-4 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (2 Condutores) - M10 Condutor 16-70mm2 e 4-2/0 AWG/MCM;GTDB-2C-4-2/0 - Intelli;un.;47,99;16/01/2026;https://www.dimensional.com.br/grampo-terra-duplo-bz-4-2-0awg-5-8-3-4-gtdb2c42-0-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (2 Condutores) - M12 Condutor 150-240mm2 e 300-500 AWG/MCM;GTDB-2C-300-500 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Duplo em Bronze (2 Condutores) - M12 Condutor 70-120mm2 e 2/0-250 AWG/MCM;GTDB-2C-2/0-250 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (1 Condutor) - M10 Condutor 10-25mm2 e 8-4 AWG/MCM;GTSB-8-4 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (1 Condutor) - M10 Condutor 16-70mm2 e 4-2/0 AWG/MCM;GTSB-4-2/0 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (1 Condutor) - M12 Condutor 150-240mm2 e 300-500 AWG/MCM;GTSB-300-500 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (1 Condutor) - M12 Condutor 70-120mm2 e 2/0-250 AWG/MCM;GTSB-2/0-250 - Intelli;un.;40,97;16/01/2026;https://www.dimensional.com.br/grampo-terra-simples-bz-70-120mm2-gtsb-2-0-250-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (2 Condutores) - M10 Condutor 10-25mm2 e 8-4 AWG/MCM;GTSB2C-8-4 - Intelli;un.;;;-
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (2 Condutores) - M10 Condutor 16-70mm2 e 4-2/0 AWG/MCM;GTSB2C-4-2/0 - Intelli;un.;23,39;16/01/2026;https://www.dimensional.com.br/grampo-terra-simples-bz-2cabos-4-2-0awg-gtsb2c4-2-0-intelli/p
ATERRAMENTO;GRAMPO METALICO;NÃO ENCONTRADO;Grampo Terra Simples em Bronze (2 Condutores) - M12 Condutor 70-120mm2 e 2/0-250 AWG/MCM;GTSB2C-2/0-250 - Intelli;un.;;;-
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 2400mm (8') e Diâmetro Nominal 1""";IH-81 - Intelli;un.;97,19;05/01/2026;https://www.dimensional.com.br/haste-aterramento-ponta-lisa-1-2-x-2400mm-a-cam-ih-81-intelli/p
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 2400mm (8') e Diâmetro Nominal 1/2""";IH-812 - Intelli;un.;;;-
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 2400mm (8') e Diâmetro Nominal 3/4""";IH-834 - Intelli;un.;156,59;06/01/2026;https://www.dimensional.com.br/haste-aterramento-ponta-lisa-3-4-2400-mm-baixa-camada-ih834-intelli-/p
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 2400mm (8') e Diâmetro Nominal 5/8""";IH-858 - Intelli;un.;139,99;05/01/2026;https://www.dimensional.com.br/haste-aterramento-ponta-lisa-5-8-2438-mm-alta-camada-ih858ac-intelli/p
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 3000mm (10') e Diâmetro Nominal 1""";IH-101 - Intelli;un.;;;-
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 3000mm (10') e Diâmetro Nominal 1/2""";IH-1012 - Intelli;un.;127,79;05/01/2026;https://www.dimensional.com.br/haste-aterramento-ponta-lisa-1-2-x-3000mm-a-cam-ih1012-intelli/p
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 3000mm (10') e Diâmetro Nominal 3/4""";IH-1034 - Intelli;un.;184,99;05/01/2026;"https://www.dimensional.com.br/haste-aterramento-chanfrada-3-4-3000-mm-alta-camada-ih1034-intelli/p; https://www.jardimferramentas.com/product/haste-aterramento-chanfrada-3-4-3000-mm-alta-camada-ih1034-intelli/"
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento (Alta Camada) - Comprimento 3000mm (10') e Diâmetro Nominal 5/8""";IH-1058 - Intelli;un.;137,69;05/01/2026;https://www.dimensional.com.br/haste-aterramento-ponta-lisa-5-8-3000-mm-alta-camada-ih1058-intelli/p
ATERRAMENTO;HASTE DE ATERRAMENTO;3378;"Haste de Aterramento em Aco Com 3,00 m de Comprimento e Dn = 3/4"", Revestida Com Baixa Camada de Cobre, Sem Conector";-;un.;95,35;dez/24;SINAPI 2024
ATERRAMENTO;HASTE DE ATERRAMENTO;3380;"Haste de Aterramento em Aco Com 3,00 m de Comprimento e Dn = 5/8"", Revestida Com Baixa Camada de Cobre, Com Conector Tipo Grampo";-;un.;66,75;dez/24;SINAPI 2024
ATERRAMENTO;HASTE DE ATERRAMENTO;3379;"Haste de Aterramento em Aco Com 3,00 m de Comprimento e Dn = 5/8"", Revestida Com Baixa Camada de Cobre, Sem Conector";-;un.;64,44;dez/24;SINAPI 2024
ATERRAMENTO;HASTE DE ATERRAMENTO;11991;"Haste de Aterramento em Aco Galvanizado Tipo Cantoneira Com 2,00 m de Comprimento, 25 X 25 mm e Chapa de 3/16""";-;un.;74,82;dez/24;SINAPI 2024
ATERRAMENTO;HASTE DE ATERRAMENTO;NÃO ENCONTRADO;"Haste de Aterramento Prolongável (Alta Camada) - Comprimento 2400mm (8') e Diâmetro Nominal 1""";IHP-81 - Intelli;un.;;;-
